label_combination,best_model,n_samples,samples_a_c_b,samples_a_pu_b,samples_b_m_b,accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,samples_i_sg_b,samples_m_et_s,samples_m_gp_s,samples_n_3_s,samples_o_sq_s,samples_p_af_b,samples_p_af_s,samples_p_sf_b,samples_p_sf_s
b_m_b_n_3_s_p_sf_s,RandomForest,72,,,24.0,0.5138888888888888,0.5048225887056471,0.513888888888889,0.5062284831453839,0.5048225887056472,0.5138888888888888,0.5062284831453839,,,,24.0,,,,,24.0
b_m_b_o_sq_s_p_af_b,RandomForest,72,,,24.0,0.4583333333333333,0.46477086132258544,0.4583333333333333,0.4591559566128885,0.4647708613225855,0.4583333333333333,0.45915595661288855,,,,,24.0,24.0,,,
b_m_b_o_sq_s_p_af_s,RandomForest,72,,,24.0,0.5277777777777778,0.565416311452117,0.5277777777777778,0.5306607470950832,0.565416311452117,0.5277777777777778,0.5306607470950832,,,,,24.0,,24.0,,
b_m_b_o_sq_s_p_sf_b,RandomForest,72,,,24.0,0.4861111111111111,0.4832125603864734,0.4861111111111111,0.48451898489892403,0.4832125603864734,0.4861111111111111,0.48451898489892403,,,,,24.0,,,24.0,
b_m_b_o_sq_s_p_sf_s,SVM,72,,,24.0,0.5555555555555556,0.5783475783475783,0.5555555555555556,0.5413105413105413,0.5783475783475783,0.5555555555555556,0.5413105413105412,,,,,24.0,,,,24.0
b_m_b_p_af_b_p_af_s,RandomForest,72,,,24.0,0.6527777777777778,0.6448717948717949,0.6527777777777778,0.6466666666666667,0.6448717948717948,0.6527777777777778,0.6466666666666667,,,,,,24.0,24.0,,
b_m_b_p_af_b_p_sf_b,RandomForest,72,,,24.0,0.6388888888888888,0.6406060606060606,0.6388888888888888,0.6391600118308193,0.6406060606060606,0.6388888888888888,0.6391600118308193,,,,,,24.0,,24.0,
b_m_b_p_af_b_p_sf_s,RandomForest,72,,,24.0,0.6388888888888888,0.6432234432234433,0.6388888888888888,0.6396371882086167,0.6432234432234432,0.6388888888888888,0.6396371882086167,,,,,,24.0,,,24.0
b_m_b_p_af_s_p_sf_b,RandomForest,72,,,24.0,0.6944444444444444,0.6952173913043479,0.6944444444444443,0.6946374294398611,0.6952173913043479,0.6944444444444444,0.6946374294398611,,,,,,,24.0,24.0,
b_m_b_p_af_s_p_sf_s,RandomForest,72,,,24.0,0.6944444444444444,0.6923429951690822,0.6944444444444445,0.6931960727553433,0.6923429951690822,0.6944444444444444,0.6931960727553432,,,,,,,24.0,,24.0
b_m_b_p_sf_b_p_sf_s,RandomForest,72,,,24.0,0.5833333333333334,0.5878632478632478,0.5833333333333334,0.5842781557067271,0.5878632478632478,0.5833333333333334,0.5842781557067271,,,,,,,,24.0,24.0
i_sg_b_m_et_s_m_gp_s,SVM,72,,,,0.5277777777777778,0.5358395989974938,0.5277777777777778,0.5284704221581298,0.5358395989974937,0.5277777777777778,0.5284704221581298,24.0,24.0,24.0,,,,,,
i_sg_b_m_et_s_n_3_s,SVM,72,,,,0.5694444444444444,0.5713902308105206,0.5694444444444445,0.569377180412714,0.5713902308105206,0.5694444444444444,0.5693771804127139,24.0,24.0,,24.0,,,,,
i_sg_b_m_et_s_o_sq_s,RandomForest,72,,,,0.5555555555555556,0.5574460576729179,0.5555555555555555,0.5523560528496904,0.557446057672918,0.5555555555555556,0.5523560528496905,24.0,24.0,,,24.0,,,,
i_sg_b_m_et_s_p_af_b,SVM,72,,,,0.4444444444444444,0.4333733193382316,0.4444444444444444,0.4368141054871561,0.4333733193382316,0.4444444444444444,0.43681410548715605,24.0,24.0,,,,24.0,,,
i_sg_b_m_et_s_p_af_s,SVM,72,,,,0.4583333333333333,0.45357142857142857,0.4583333333333333,0.4536713286713287,0.45357142857142857,0.4583333333333333,0.4536713286713287,24.0,24.0,,,,,24.0,,
i_sg_b_m_et_s_p_sf_b,SVM,72,,,,0.5138888888888888,0.5222222222222221,0.513888888888889,0.5167951625094482,0.5222222222222223,0.5138888888888888,0.5167951625094482,24.0,24.0,,,,,,24.0,
i_sg_b_m_et_s_p_sf_s,RandomForest,72,,,,0.4166666666666667,0.40867613331381447,0.4166666666666667,0.4118070293180485,0.4086761333138144,0.4166666666666667,0.4118070293180485,24.0,24.0,,,,,,,24.0
i_sg_b_m_gp_s_n_3_s,SVM,72,,,,0.375,0.3527777777777778,0.375,0.3608906525573192,0.35277777777777775,0.375,0.3608906525573192,24.0,,24.0,24.0,,,,,
i_sg_b_m_gp_s_o_sq_s,RandomForest,72,,,,0.4583333333333333,0.41562039493073977,0.4583333333333333,0.42768554718240254,0.41562039493073977,0.4583333333333333,0.42768554718240254,24.0,,24.0,,24.0,,,,
i_sg_b_m_gp_s_p_af_b,RandomForest,72,,,,0.3611111111111111,0.36169646658152405,0.3611111111111111,0.35551855962510787,0.3616964665815241,0.3611111111111111,0.3555185596251079,24.0,,24.0,,,24.0,,,
i_sg_b_m_gp_s_p_af_s,RandomForest,72,,,,0.5,0.48998858802780365,0.5,0.48988951427975813,0.48998858802780376,0.5,0.48988951427975813,24.0,,24.0,,,,24.0,,
i_sg_b_m_gp_s_p_sf_b,SVM,72,,,,0.5277777777777778,0.5388888888888889,0.5277777777777778,0.5292294929976089,0.5388888888888889,0.5277777777777778,0.529229492997609,24.0,,24.0,,,,,24.0,
i_sg_b_m_gp_s_p_sf_s,RandomForest,72,,,,0.3194444444444444,0.30772333131679774,0.3194444444444444,0.31149139486129396,0.3077233313167977,0.3194444444444444,0.31149139486129396,24.0,,24.0,,,,,,24.0
i_sg_b_n_3_s_o_sq_s,SVM,72,,,,0.5138888888888888,0.5007936507936508,0.513888888888889,0.49605138201629434,0.5007936507936507,0.5138888888888888,0.49605138201629434,24.0,,,24.0,24.0,,,,
i_sg_b_n_3_s_p_af_b,SVM,72,,,,0.4583333333333333,0.4612306641292148,0.4583333333333333,0.45893115186253347,0.4612306641292148,0.4583333333333333,0.45893115186253347,24.0,,,24.0,,24.0,,,
i_sg_b_n_3_s_p_af_s,RandomForest,72,,,,0.5,0.49621212121212127,0.5,0.4976086956521739,0.4962121212121212,0.5,0.4976086956521739,24.0,,,24.0,,,24.0,,
i_sg_b_n_3_s_p_sf_b,RandomForest,72,,,,0.5972222222222222,0.594065934065934,0.5972222222222222,0.59437641723356,0.594065934065934,0.5972222222222222,0.5943764172335602,24.0,,,24.0,,,,24.0,
i_sg_b_n_3_s_p_sf_s,RandomForest,72,,,,0.4166666666666667,0.41476880607315386,0.4166666666666667,0.41420864399587803,0.41476880607315386,0.4166666666666667,0.4142086439958781,24.0,,,24.0,,,,,24.0
i_sg_b_o_sq_s_p_af_b,RandomForest,72,,,,0.4861111111111111,0.4757936507936507,0.4861111111111111,0.4789238539238539,0.4757936507936507,0.4861111111111111,0.4789238539238539,24.0,,,,24.0,24.0,,,
i_sg_b_o_sq_s_p_af_s,SVM,72,,,,0.5138888888888888,0.5098572037510657,0.513888888888889,0.5053623940494724,0.5098572037510656,0.5138888888888888,0.5053623940494725,24.0,,,,24.0,,24.0,,
i_sg_b_o_sq_s_p_sf_b,SVM,72,,,,0.6111111111111112,0.6101851851851852,0.6111111111111112,0.6047178130511464,0.6101851851851853,0.6111111111111112,0.6047178130511465,24.0,,,,24.0,,,24.0,
i_sg_b_o_sq_s_p_sf_s,RandomForest,72,,,,0.5,0.4921266968325792,0.5,0.48230214732677784,0.49212669683257926,0.5,0.48230214732677784,24.0,,,,24.0,,,,24.0
i_sg_b_p_af_b_p_af_s,SVM,72,,,,0.5416666666666666,0.5463492063492064,0.5416666666666666,0.5427966742252457,0.5463492063492064,0.5416666666666666,0.5427966742252457,24.0,,,,,24.0,24.0,,
i_sg_b_p_af_b_p_sf_b,RandomForest,72,,,,0.4444444444444444,0.443701226309922,0.4444444444444445,0.4436879432624113,0.443701226309922,0.4444444444444444,0.44368794326241134,24.0,,,,,24.0,,24.0,
i_sg_b_p_af_b_p_sf_s,RandomForest,72,,,,0.4861111111111111,0.48308630772333133,0.4861111111111111,0.4809919067817268,0.4830863077233314,0.4861111111111111,0.48099190678172693,24.0,,,,,24.0,,,24.0
i_sg_b_p_af_s_p_sf_b,RandomForest,72,,,,0.4583333333333333,0.4594202898550725,0.4583333333333333,0.4587494572297004,0.4594202898550725,0.4583333333333333,0.4587494572297004,24.0,,,,,,24.0,24.0,
i_sg_b_p_af_s_p_sf_s,SVM,72,,,,0.3888888888888889,0.3865355924978687,0.38888888888888884,0.38246595991795784,0.3865355924978687,0.3888888888888889,0.3824659599179578,24.0,,,,,,24.0,,24.0
i_sg_b_p_sf_b_p_sf_s,RandomForest,72,,,,0.4861111111111111,0.48484848484848486,0.4861111111111111,0.483835005574136,0.4848484848484848,0.4861111111111111,0.48383500557413606,24.0,,,,,,,24.0,24.0
m_et_s_m_gp_s_n_3_s,RandomForest,72,,,,0.5694444444444444,0.5815696649029983,0.5694444444444445,0.5737472766884532,0.5815696649029982,0.5694444444444444,0.5737472766884532,,24.0,24.0,24.0,,,,,
m_et_s_m_gp_s_o_sq_s,SVM,72,,,,0.5694444444444444,0.62126832715068,0.5694444444444443,0.5767216922754708,0.62126832715068,0.5694444444444444,0.5767216922754708,,24.0,24.0,,24.0,,,,
m_et_s_m_gp_s_p_af_b,RandomForest,72,,,,0.5833333333333334,0.5862889983579639,0.5833333333333334,0.5730527334300919,0.5862889983579638,0.5833333333333334,0.5730527334300919,,24.0,24.0,,,24.0,,,
m_et_s_m_gp_s_p_af_s,RandomForest,72,,,,0.7222222222222222,0.7353535353535353,0.7222222222222222,0.7233689552530133,0.7353535353535354,0.7222222222222222,0.7233689552530131,,24.0,24.0,,,,24.0,,
m_et_s_m_gp_s_p_sf_b,SVM,72,,,,0.625,0.6222710622710623,0.625,0.6224036281179138,0.6222710622710622,0.625,0.6224036281179139,,24.0,24.0,,,,,24.0,
m_et_s_m_gp_s_p_sf_s,SVM,72,,,,0.5277777777777778,0.5198412698412699,0.5277777777777778,0.5211732711732712,0.5198412698412699,0.5277777777777778,0.5211732711732711,,24.0,24.0,,,,,,24.0
m_et_s_n_3_s_o_sq_s,RandomForest,72,,,,0.5555555555555556,0.5568840579710145,0.5555555555555555,0.5560319872629903,0.5568840579710144,0.5555555555555556,0.5560319872629903,,24.0,,24.0,24.0,,,,
m_et_s_n_3_s_p_af_b,RandomForest,72,,,,0.6527777777777778,0.6683208020050125,0.6527777777777777,0.6557019945724264,0.6683208020050125,0.6527777777777778,0.6557019945724265,,24.0,,24.0,,24.0,,,
m_et_s_n_3_s_p_af_s,RandomForest,72,,,,0.8055555555555556,0.8037904124860646,0.8055555555555555,0.8039716312056738,0.8037904124860646,0.8055555555555556,0.8039716312056737,,24.0,,24.0,,,24.0,,
m_et_s_n_3_s_p_sf_b,SVM,72,,,,0.6805555555555556,0.6898989898989899,0.6805555555555555,0.679890694383448,0.68989898989899,0.6805555555555556,0.679890694383448,,24.0,,24.0,,,,24.0,
m_et_s_n_3_s_p_sf_s,RandomForest,72,,,,0.625,0.6333333333333333,0.6250000000000001,0.6246913580246913,0.6333333333333333,0.625,0.6246913580246914,,24.0,,24.0,,,,,24.0
m_et_s_o_sq_s_p_af_b,SVM,72,,,,0.5277777777777778,0.5411706349206349,0.5277777777777778,0.5133292633292633,0.5411706349206349,0.5277777777777778,0.5133292633292634,,24.0,,,24.0,24.0,,,
m_et_s_o_sq_s_p_af_s,SVM,72,,,,0.4027777777777778,0.3859282479972135,0.40277777777777773,0.39191808707805426,0.3859282479972135,0.4027777777777778,0.39191808707805426,,24.0,,,24.0,,24.0,,
m_et_s_o_sq_s_p_sf_b,SVM,72,,,,0.5277777777777778,0.5483091787439613,0.5277777777777778,0.5223708385850719,0.5483091787439613,0.5277777777777778,0.5223708385850718,,24.0,,,24.0,,,24.0,
m_et_s_o_sq_s_p_sf_s,SVM,72,,,,0.625,0.6698655176916047,0.6250000000000001,0.6132749421901845,0.6698655176916046,0.625,0.6132749421901846,,24.0,,,24.0,,,,24.0
m_et_s_p_af_b_p_af_s,SVM,72,,,,0.5,0.5187363834422658,0.5,0.5000248793352241,0.5187363834422657,0.5,0.5000248793352241,,24.0,,,,24.0,24.0,,
m_et_s_p_af_b_p_sf_b,SVM,72,,,,0.5416666666666666,0.5452602952602953,0.5416666666666666,0.5428502415458937,0.5452602952602953,0.5416666666666666,0.5428502415458937,,24.0,,,,24.0,,24.0,
m_et_s_p_af_b_p_sf_s,RandomForest,72,,,,0.4861111111111111,0.4825396825396826,0.48611111111111116,0.4823232323232323,0.4825396825396826,0.4861111111111111,0.4823232323232323,,24.0,,,,24.0,,,24.0
m_et_s_p_af_s_p_sf_b,RandomForest,72,,,,0.6388888888888888,0.6432234432234433,0.6388888888888888,0.6396371882086167,0.6432234432234432,0.6388888888888888,0.6396371882086167,,24.0,,,,,24.0,24.0,
m_et_s_p_af_s_p_sf_s,RandomForest,72,,,,0.5694444444444444,0.5812629399585921,0.5694444444444443,0.5732860520094563,0.5812629399585921,0.5694444444444444,0.5732860520094563,,24.0,,,,,24.0,,24.0
m_et_s_p_sf_b_p_sf_s,SVM,72,,,,0.5833333333333334,0.5934744268077602,0.5833333333333334,0.5867102396514162,0.5934744268077601,0.5833333333333334,0.5867102396514161,,24.0,,,,,,24.0,24.0
m_gp_s_n_3_s_o_sq_s,RandomForest,72,,,,0.5,0.4856089499110094,0.5,0.4886164409502691,0.48560894991100934,0.5,0.48861644095026907,,,24.0,24.0,24.0,,,,
m_gp_s_n_3_s_p_af_b,RandomForest,72,,,,0.5277777777777778,0.5277777777777778,0.5277777777777778,0.5277777777777778,0.5277777777777778,0.5277777777777778,0.5277777777777778,,,24.0,24.0,,24.0,,,
m_gp_s_n_3_s_p_af_s,RandomForest,72,,,,0.6388888888888888,0.6266774020397209,0.6388888888888888,0.6313991523220451,0.6266774020397209,0.6388888888888888,0.6313991523220451,,,24.0,24.0,,,24.0,,
m_gp_s_n_3_s_p_sf_b,SVM,72,,,,0.5833333333333334,0.5834535834535836,0.5833333333333334,0.5735449735449735,0.5834535834535836,0.5833333333333334,0.5735449735449735,,,24.0,24.0,,,,24.0,
m_gp_s_n_3_s_p_sf_s,RandomForest,72,,,,0.3888888888888889,0.40047534165181226,0.3888888888888889,0.38843308341550237,0.40047534165181226,0.3888888888888889,0.3884330834155023,,,24.0,24.0,,,,,24.0
m_gp_s_o_sq_s_p_af_b,RandomForest,72,,,,0.5277777777777778,0.540079365079365,0.5277777777777777,0.5313714063714063,0.540079365079365,0.5277777777777778,0.5313714063714063,,,24.0,,24.0,24.0,,,
m_gp_s_o_sq_s_p_af_s,RandomForest,72,,,,0.5833333333333334,0.5909090909090908,0.5833333333333334,0.5852842809364548,0.5909090909090909,0.5833333333333334,0.5852842809364548,,,24.0,,24.0,,24.0,,
m_gp_s_o_sq_s_p_sf_b,SVM,72,,,,0.5694444444444444,0.5677150537634409,0.5694444444444445,0.5586580086580086,0.5677150537634409,0.5694444444444444,0.5586580086580086,,,24.0,,24.0,,,24.0,
m_gp_s_o_sq_s_p_sf_s,SVM,72,,,,0.4027777777777778,0.3477682227682228,0.40277777777777785,0.35981654957064796,0.3477682227682228,0.4027777777777778,0.3598165495706479,,,24.0,,24.0,,,,24.0
m_gp_s_p_af_b_p_af_s,RandomForest,72,,,,0.6527777777777778,0.6535990338164251,0.6527777777777778,0.652982824335408,0.6535990338164251,0.6527777777777778,0.652982824335408,,,24.0,,,24.0,24.0,,
m_gp_s_p_af_b_p_sf_b,SVM,72,,,,0.6527777777777778,0.6536796536796537,0.6527777777777778,0.6510590858416946,0.6536796536796537,0.6527777777777778,0.6510590858416945,,,24.0,,,24.0,,24.0,
m_gp_s_p_af_b_p_sf_s,RandomForest,72,,,,0.5138888888888888,0.5160934744268078,0.5138888888888888,0.513562091503268,0.5160934744268078,0.5138888888888888,0.5135620915032679,,,24.0,,,24.0,,,24.0
m_gp_s_p_af_s_p_sf_b,RandomForest,72,,,,0.7083333333333334,0.7075396825396826,0.7083333333333334,0.7046425796425796,0.7075396825396825,0.7083333333333334,0.7046425796425797,,,24.0,,,,24.0,24.0,
m_gp_s_p_af_s_p_sf_s,RandomForest,72,,,,0.6388888888888888,0.6399911816578484,0.6388888888888888,0.6378540305010894,0.6399911816578483,0.6388888888888888,0.6378540305010894,,,24.0,,,,24.0,,24.0
m_gp_s_p_sf_b_p_sf_s,SVM,72,,,,0.5555555555555556,0.5619047619047618,0.5555555555555555,0.5559440559440559,0.5619047619047619,0.5555555555555556,0.5559440559440559,,,24.0,,,,,24.0,24.0
n_3_s_o_sq_s_p_af_b,SVM,72,,,,0.5555555555555556,0.5738968633705476,0.5555555555555556,0.5557039180050196,0.5738968633705475,0.5555555555555556,0.5557039180050195,,,,24.0,24.0,24.0,,,
n_3_s_o_sq_s_p_af_s,SVM,72,,,,0.7222222222222222,0.7326797385620916,0.7222222222222222,0.7180588585931211,0.7326797385620915,0.7222222222222222,0.718058858593121,,,,24.0,24.0,,24.0,,
n_3_s_o_sq_s_p_sf_b,RandomForest,72,,,,0.6527777777777778,0.6544035674470458,0.6527777777777777,0.6530496453900709,0.6544035674470456,0.6527777777777778,0.6530496453900709,,,,24.0,24.0,,,24.0,
n_3_s_o_sq_s_p_sf_s,RandomForest,72,,,,0.4861111111111111,0.48913591449889093,0.48611111111111116,0.48391716639851784,0.4891359144988908,0.4861111111111111,0.4839171663985179,,,,24.0,24.0,,,,24.0
n_3_s_p_af_b_p_af_s,RandomForest,72,,,,0.6944444444444444,0.6923429951690823,0.6944444444444445,0.6931960727553433,0.6923429951690822,0.6944444444444444,0.6931960727553432,,,,24.0,,24.0,24.0,,
n_3_s_p_af_b_p_sf_b,RandomForest,72,,,,0.7638888888888888,0.7653623188405797,0.7638888888888888,0.7644015052829642,0.7653623188405797,0.7638888888888888,0.7644015052829642,,,,24.0,,24.0,,24.0,
n_3_s_p_af_b_p_sf_s,RandomForest,72,,,,0.4861111111111111,0.48280423280423285,0.48611111111111116,0.483115468409586,0.4828042328042328,0.4861111111111111,0.483115468409586,,,,24.0,,24.0,,,24.0
n_3_s_p_af_s_p_sf_b,SVM,72,,,,0.7638888888888888,0.7721303258145363,0.7638888888888888,0.7629756732746765,0.7721303258145364,0.7638888888888888,0.7629756732746765,,,,24.0,,,24.0,24.0,
n_3_s_p_af_s_p_sf_s,RandomForest,72,,,,0.6388888888888888,0.6425845410628019,0.6388888888888888,0.6405352921310367,0.6425845410628019,0.6388888888888888,0.6405352921310368,,,,24.0,,,24.0,,24.0
n_3_s_p_sf_b_p_sf_s,RandomForest,72,,,,0.5694444444444444,0.5786215538847118,0.5694444444444444,0.5704002531245056,0.5786215538847118,0.5694444444444444,0.5704002531245056,,,,24.0,,,,24.0,24.0
o_sq_s_p_af_b_p_af_s,SVM,72,,,,0.5416666666666666,0.5748366013071896,0.5416666666666666,0.5468726675623228,0.5748366013071896,0.5416666666666666,0.5468726675623228,,,,,24.0,24.0,24.0,,
o_sq_s_p_af_b_p_sf_b,SVM,72,,,,0.5277777777777778,0.5352092352092352,0.5277777777777778,0.5178403844579231,0.5352092352092352,0.5277777777777778,0.5178403844579231,,,,,24.0,24.0,,24.0,
o_sq_s_p_af_b_p_sf_s,RandomForest,72,,,,0.5138888888888888,0.5084461152882206,0.5138888888888888,0.5083847492485366,0.5084461152882205,0.5138888888888888,0.5083847492485367,,,,,24.0,24.0,,,24.0
o_sq_s_p_af_s_p_sf_b,SVM,72,,,,0.5972222222222222,0.6334733893557423,0.5972222222222222,0.6004422062710613,0.6334733893557423,0.5972222222222222,0.6004422062710613,,,,,24.0,,24.0,24.0,
o_sq_s_p_af_s_p_sf_s,RandomForest,72,,,,0.5,0.49397355194456644,0.5,0.4959218346604753,0.4939735519445663,0.5,0.4959218346604754,,,,,24.0,,24.0,,24.0
o_sq_s_p_sf_b_p_sf_s,RandomForest,72,,,,0.5,0.5,0.49999999999999994,0.49185185185185193,0.5,0.5,0.4918518518518519,,,,,24.0,,,24.0,24.0
p_af_b_p_af_s_p_sf_b,RandomForest,72,,,,0.6388888888888888,0.6583397190293742,0.638888888888889,0.6421939845120438,0.6583397190293743,0.6388888888888888,0.6421939845120438,,,,,,24.0,24.0,24.0,
p_af_b_p_af_s_p_sf_s,RandomForest,72,,,,0.5694444444444444,0.5871950902376866,0.5694444444444445,0.5704678631691977,0.5871950902376866,0.5694444444444444,0.5704678631691977,,,,,,24.0,24.0,,24.0
p_af_b_p_sf_b_p_sf_s,RandomForest,72,,,,0.5277777777777778,0.5275816993464052,0.5277777777777778,0.5207430759114847,0.5275816993464052,0.5277777777777778,0.5207430759114847,,,,,,24.0,,24.0,24.0
p_af_s_p_sf_b_p_sf_s,RandomForest,72,,,,0.5694444444444444,0.5704761904761905,0.5694444444444443,0.568798185941043,0.5704761904761905,0.5694444444444444,0.5687981859410431,,,,,,,24.0,24.0,24.0
